"","worker_id","group","round","round_bonus","round_timespent","round_accuracy","round_screener","CQ1","CQ2","CQ3","CQ4","CQ5"
"18","AIM3PIK90V9HX","CCC","one",0,"84.128","0.705882352941177","1","a lot more than half","1","Yes","41 or more","Yes"
"19","A2L4RO3TES1WIY","CCC","one",0,"433.583","1","1","a lot more than half","2","Yes","41 or more","No"
"20","A200H4TX468LE","CCC","one",0,"89.855","0.941176470588235","1","around half","3","Yes","41 or more","Yes"
"21","A2FL477TMKC91L","CCC","one",0,"204.865","0.941176470588235","1","a lot more than half","2","Yes","41 or more","Yes"
"22","A1EOVMNNT8Q370","CCC","one",0,"30.006","0","0","a lot more than half","1","Maybe","31 to 40","Yes"
"23","A14X9MMC9P7XI8","CCC","one",0,"187.478","1","1","a lot more than half","2","Yes","41 or more","No"
"24","ADAWXO0BM89BY","CCC","one",0,"137.371","0.411764705882353","1","around half","2","Yes","11 to 20","Yes"
"25","A1VJ4ZOXP9PUCP","CCC","one",0,"67.399","0.941176470588235","1","around half","1","Yes","41 or more","Yes"
"26","A3CMWYLWMENHLZ","CCC","one",0,"105.761","0.941176470588235","1","a lot more than half","2","Yes","31 to 40","Yes"
"27","X17YUIF9043A7883141","CCC","one",0,"286.332","0.764705882352941","1","a lot more than half","2","Yes","41 or more","Yes"
"28","A2J92KPUWBO33J","CCC","one",0,"96.072","0.941176470588235","1","a lot less than half","2","Yes","11 to 20","No"
"29","AAL0LSJYL0NBT","CCC","one",0,"88.339","0.470588235294118","1","around half","1","Yes","0 to 10","Never heard of Linkedin"
"30","A3KUZ2JNKHZBQK","CCC","one",0,"71.667","1","1","around half","1","Yes","41 or more","Yes"
"31","A12ZSUQS35AIM4","CCC","one",0,"114.251","0.941176470588235","1","a lot more than half","1","Yes","41 or more","No"
"32","AFC9Q2YBBESIP 	","CCC","one",0,"133.675","0.352941176470588","1","a lot less than half","3","No","41 or more","No"
"33","A15X6O2JE40VGB","CCC","one",0,"113.915","1","1","a lot more than half","1","Yes","11 to 20","No"
"34","A1320NEHBNZ8FM","CCC","one",0,"191.664","0.941176470588235","1","a lot more than half","3","Yes","41 or more","No"
"35","AIV842WA1CLZZ","CCC","one",0,"75.231","1","1","a lot more than half","1","Yes","41 or more","Yes"
"36","A7GALBG5YTY5Z","CCC","one",0,"128.93","1","1","a lot more than half","2","Yes","0 to 10","No"
"37","A1Q1C5FVVYB2UX","CCC","one",0,"195.057","0.647058823529412","1","a lot more than half","1","Yes","11 to 20","No"
"38","A1NYI79LUIBOTP","CCC","one",0,"131.792","0.352941176470588","1","around half","1","No","41 or more","Yes"
"39","A2CSV75E3JT58Y","CCC","one",0,"98.109","0.529411764705882","1","around half","1","Yes","21 to 30","Yes"
"40","A1ML5W7RBHQ0DQ","CCC","one",0,"91.365","1","1","a lot more than half","2","Yes","41 or more","No"
"41","A1JG0SJHUXT1FW","CCC","one",0,"166.016","1","1","a lot less than half","2","Yes","41 or more","No"
"42","A2FE7E2IZYQALC","CCC","one",0,"68.12","0.705882352941177","1","a lot more than half","1","Yes","41 or more","Yes"
"43","A17VXAMGTXV1FL","CCC","one",0,"219.48","0.941176470588235","1","a lot more than half","2","Yes","41 or more","Yes"
"44","A2OA40985FQ5OU","CCC","one",0,"134.243","0.647058823529412","1","a lot more than half","2","Yes","41 or more","Yes"
"45","A3ML3LJ4FU7CVS","CCC","one",0,"141.827","0.764705882352941","1","a lot more than half","2","Yes","21 to 30","No"
"46","A23XJ8I86R0O3B","CCC","one",0,"180.129","0.941176470588235","1","a lot more than half","3","Yes","41 or more","No"
"47","A1EG9WRMZL8IWK","CCC","one",0,"153.163","0.941176470588235","1","a lot more than half","1","Yes","21 to 30","No"
"48","APF1EAZT104LQ","CCC","one",0,"69.979","0.470588235294118","1","around half","3","Yes","41 or more","No"
"49","A3QB85Z1B5RQ0U","CCC","one",0,"128.24","0.941176470588235","1","a lot less than half","1","Yes","41 or more","No"
"50","ASUQO1R45IQUE","CCC","one",0,"148.299","0.941176470588235","1","a lot more than half","4","Yes","21 to 30","No"
"51","A345EPTA0P1Z5J","CCC","one",0,"91.484","1","1","around half","2","Yes","41 or more","Yes"
"52","A22GF3H0SU4ISE","CCC","one",0,"309.075","0.941176470588235","1","a lot more than half","1","Yes","0 to 10","No"
"53","A1Z2XMXEZ1SEI6","CCC","one",0,"208.147","0.882352941176471","1","around half","3","Yes","21 to 30","No"
"54","A19D4RBBDRNCUB","CCC","one",0,"162.637","0.941176470588235","1","around half","2","No","41 or more","No"
"55","A1NFJUYNV8Y9E3","CCC","one",0,"182.046","1","1","around half","2","Yes","31 to 40","No"
"56","A1O3FM0MCRSQIM","CCC","one",0,"204.071","1","1","around half","1","Yes","41 or more","No"
"57","A2RQJBT7SZMBV7","CCC","one",0,"280.997","0.823529411764706","1","a lot more than half","2","Yes","31 to 40","No"
"58","A37JAONFRRB36Z","CCC","one",0,"103.437","0.882352941176471","1","a lot more than half","1","Yes","41 or more","No"
"59","A22ND8360PZYO3","CCC","one",0,"110.986","0.529411764705882","1","around half","2","Yes","0 to 10","Yes"
"60","A2ZGAH6NOSU2PO","CCC","one",0,"128.567","0.470588235294118","1","around half","1","No","41 or more","Yes"
"61","A128ibd72ucel3","CCC","one",0,"269.252","0.823529411764706","1","a lot more than half","1","Yes","11 to 20","No"
"62","A1JALA705LS4VZ","CCT","one",0,"58.143","0.705882352941177","1","a lot less than half","3","Yes","41 or more","No"
"63","A2QPMJ4GADLUW2","CCT","one",0,"176.996","0.588235294117647","1","around half","1","Yes","41 or more","No"
"64","AX1Z6XEQAODQF","CCT","one",0,"429.318","0.941176470588235","1","around half","1","Yes","41 or more","No"
"65","A2QIZ31TMHU0GD","CCT","one",0,"86.016","0.294117647058824","0","around half","2","Maybe","21 to 30","Yes"
"66","A3CEGI4XS8PT58","CCT","one",0,"75.989","0.882352941176471","1","around half","1","Yes","21 to 30","Yes"
"67","A1HF64TV3AAOK6","CCT","one",0,"97.875","1","1","a lot more than half","1","Yes","41 or more","No"
"68","A1X2NKJNHB1A5","CCT","one",0,"181.322","0.941176470588235","1","around half","1","Yes","41 or more","No"
"69","A1EV66QWCULDE5","CCT","one",0,"121.008","1","1","a lot more than half","1","Yes","21 to 30","No"
"70","A2L366NNL1YG5W","CCT","one",0,"191.831","1","1","a lot more than half","1","Yes","41 or more","No"
"71","A3H9XHNUS12SSA","CCT","one",0,"195.512","0.882352941176471","1","a lot more than half","3","Yes","41 or more","No"
"72","A13FA7YOB3JAYN","CCT","one",0,"127.083","0.882352941176471","1","a lot less than half","2","Yes","0 to 10","No"
"73","A26OJ4TA28AFHC","CCT","one",0,"87.131","0.882352941176471","1","around half","3","Yes","21 to 30","No"
"74","A3R20B7QEHVL5H","CCT","one",0,"240.44","0.882352941176471","1","around half","2","Yes","21 to 30","No"
"75","A2IFPAX33G7JZJ","CCT","one",0,"172.594","0.176470588235294","1","a lot more than half","1","Yes","21 to 30","Yes"
"76","AKQWJ8Y1TMHX0","CCT","one",0,"160.426","0.941176470588235","1","a lot less than half","2","Yes","41 or more","Yes"
"77","A2MLO81YDMGRKX","CCT","one",0,"120.22","0.705882352941177","1","a lot more than half","1","Yes","31 to 40","Never heard of Linkedin"
"78","AYEBV9WWY8Z8V","CCT","one",0,"150.332","0.941176470588235","1","a lot more than half","2","Yes","41 or more","No"
"79","A2JO52BHJMCRD8","CCT","one",0,"109.457","0.764705882352941","1","a lot more than half","1","Yes","31 to 40","Yes"
"80","A1LMVEWG8EJV5Q","CCT","one",0,"75.411","0.882352941176471","1","around half","1","Yes","31 to 40","No"
"81","AMNOFEORTIJ6X","CCT","one",0,"275.699","0.823529411764706","1","a lot more than half","3","Yes","41 or more","No"
"82","ATV9UD5ZDKX9L","CCT","one",0,"170.899","0.941176470588235","1","a lot more than half","2","Yes","41 or more","Yes"
"83","A1RO22O88I71FD","CCT","one",0,"144.631","0.529411764705882","1","around half","2","Maybe","11 to 20","Yes"
"84","AOB6ZJTDB416G","CCT","one",0,"92.213","1","1","a lot more than half","2","Yes","41 or more","No"
"85","ARX0IFTQF4C7T","CCT","one",0,"126.623","0.941176470588235","1","a lot more than half","2","Yes","41 or more","Yes"
"86","A1O3ZRPQD7TVW5","CCT","one",0,"93.162","0.941176470588235","1","a lot more than half","2","Yes","11 to 20","No"
"87","A12JFHCJC680PV","CCT","one",0,"131.029","0.411764705882353","0","a lot less than half","1","Yes","11 to 20","No"
"88","A2ZKTLWQ56QI4O","CCT","one",0,"166.513","0.882352941176471","1","around half","2","Yes","31 to 40","No"
"89","A2LXTAVRLL8GY5","CCT","one",0,"270.9","0.882352941176471","1","around half","1","Yes","11 to 20","No"
"90","A2W3WLV6AU88B9","CCT","one",0,"122.158","1","1","a lot more than half","2","Yes","41 or more","No"
"91","A2EUSYNR52LAYT","CCT","one",0,"234.179","0.647058823529412","1","a lot less than half","2","Yes","21 to 30","No"
"92","A2YW9LD13QKUI6","CCT","one",0,"189.746","0.882352941176471","1","a lot more than half","2","Yes","11 to 20","No"
"93","A3O2RCOBSQXV3M","CCT","one",0,"275.544","0.941176470588235","1","around half","2","Yes","21 to 30","No"
"94","A37CO0N1KC1CDW","CCT","one",0,"53.387","0.823529411764706","1","around half","2","Maybe","21 to 30","No"
"95","AY6CWT1SPSA8Z","CCT","one",0,"502.925","0.823529411764706","1","around half","1","Yes","21 to 30","No"
"96","AHN17C4CRTC4K","CCT","one",0,"202.402","0.882352941176471","1","a lot less than half","1","No","0 to 10","Yes"
"97","A3NZDP3T7RCK9P","CCT","one",0,"65.647","0.529411764705882","1","a lot more than half","2","Yes","41 or more","Yes"
"98","A1XKHXJ8CMIX7N","CCT","one",0,"157.439","0.823529411764706","1","a lot more than half","2","Yes","21 to 30","Yes"
"99","A5ZX7W5SUM0CO","CCT","one",0,"89.902","0.882352941176471","1","a lot more than half","3","Yes","41 or more","No"
"100","A25X755IRWK2U5","CCT","one",0,"133.541","0.941176470588235","1","around half","2","Maybe","41 or more","No"
"101","A1PGRPL918T2GQ","CCT","one",0,"129.467","1","1","around half","2","Yes","21 to 30","Yes"
"102","A11QDNT3W7DT7K","CCT","one",0,"129.284","0.823529411764706","1","a lot more than half","2","Maybe","41 or more","No"
"103","AAR5VQ8QIO5PC","CCT","one",0,"216.675","0.882352941176471","1","around half","3","Yes","41 or more","No"
"104","A24KXOCL89WA1U","CCT","one",0,"286.655","0.882352941176471","1","around half","3","Yes","11 to 20","No"
"105","A298FAWY76NZA9","CCT","one",0,"121.382","1","1","around half","2","Yes","21 to 30","No"
"106","A30AGR5KF8IEL","CCT","one",0,"147.078","0.882352941176471","1","around half","2","Yes","41 or more","Yes"
"107","AVA4W3FRMY9HH","CCT","one",0,"179.461","0.529411764705882","1","around half","4","Yes","31 to 40","No"
"108","ADZRKPVTS0EWV","CCT","one",0,"174.785","0.941176470588235","1","a lot more than half","2","Yes","21 to 30","No"
"109","A1KFTYQM1YKVOC","CCT","one",0,"133.307","0.882352941176471","1","a lot more than half","1","Yes","41 or more","No"
"110","A3HO187RYY2RCA","CCT","one",0,"124.718","0.941176470588235","1","a lot more than half","1","Yes","41 or more","No"
"111","AWXSUKMW9BFWD","CCT","one",0,"159.857","0.941176470588235","1","a lot more than half","2","Yes","21 to 30","No"
"112","A25GK6PV0R9QBO","CCT","one",0,"56.546","0.941176470588235","1","a lot more than half","2","Yes","11 to 20","No"
"113","A798DGO5E82IF","CCT","one",0,"454.295","0.882352941176471","1","around half","1","No","11 to 20","No"
"114","A18Q2TSYBDWQU1","CCT","one",0,"79.726","0.941176470588235","1","a lot more than half","3","Yes","41 or more","No"
"115","A1KWFRKBCLPQXZ","CCT","one",0,"230.494","0.529411764705882","1","around half","1","Yes","41 or more","Yes"
"116","A2CK566Z4YFO00","CCT","one",0,"313.578","0.882352941176471","1","a lot more than half","3","Maybe","31 to 40","Yes"
"117","A36ZLUFEGBJGKA","CCT","one",0,"110.852","0.764705882352941","1","a lot more than half","1","Maybe","41 or more","Yes"
"118","A27IUQDZPHETTP","CCT","one",0,"141.667","0.235294117647059","1","a lot less than half","2","Yes","41 or more","No"
"119","A2FW27RNKPQT0Y","CCT","one",0,"412.905","1","1","around half","2","Yes","41 or more","Yes"
"120","AN6RFUIV4EC9","CTT","one",0,"111.716","0.941176470588235","1","around half","3","Yes","21 to 30","Yes"
"121","A1SZ9P1ZBKYJRM","CTT","one",0,"269.118","0.764705882352941","1","around half","2","Yes","41 or more","No"
"122","AMI7O28BUU547","CTT","one",0,"92.64","0.588235294117647","1","a lot less than half","2","Yes","41 or more","No"
"123","AQRZ69ISIWBP4","CTT","one",0,"122.952","0.647058823529412","1","a lot more than half","1","Yes","41 or more","No"
"124","A2PRF5G21RC5G3","CTT","one",0,"187.063","0.647058823529412","1","around half","2","No","41 or more","No"
"125","A2U3723LKNMHAI","CTT","one",0,"105.003","0.647058823529412","1","a lot less than half","1","Yes","41 or more","No"
"126","A194R45ACMQEOR","CTT","one",0,"103.661","0.0588235294117647","1","around half","1","Yes","41 or more","Yes"
"127","AJZ6236J2CGS1","CTT","one",0,"149.009","1","1","around half","2","Yes","0 to 10","No"
"128","A24DSECWUBZC0Z","CTT","one",0,"138.382","0.823529411764706","1","around half","2","Yes","41 or more","Yes"
"129","A3MK7F6KT80AZT","CTT","one",0,"94.914","0.941176470588235","1","around half","1","Yes","41 or more","Yes"
"130","A8CR1D6TER0JY","CTT","one",0,"50.309","1","1","around half","4","Yes","21 to 30","No"
"131","A2NQO3JAPV0MUQ","CTT","one",0,"87.745","1","1","around half","2","Yes","21 to 30","Yes"
"132","A29WJ1PEV6SB06","CTT","one",0,"103.625","0.882352941176471","1","a lot more than half","1","Yes","21 to 30","Yes"
"133","A3SL5QRF7MX2P1","CTT","one",0,"117.012","0.882352941176471","1","a lot more than half","2","Yes","11 to 20","Yes"
"134","A2ZQ4UEFEECKH9","CTT","one",0,"196.929","0.941176470588235","1","a lot more than half","1","Yes","41 or more","No"
"135","A2JHF7CU91EVXW","CTT","one",0,"127.943","0.882352941176471","1","a lot less than half","2","Yes","41 or more","Yes"
"136","A2EMWGAJBN1HGE","CTT","one",0,"128.829","0.588235294117647","1","a lot more than half","2","Yes","41 or more","No"
"137","A1COU26U8QXCW9","CTT","one",0,"100.952","0.941176470588235","1","around half","1","Yes","21 to 30","No"
"138","A3S8TUZ94SKSDC","CTT","one",0,"242.357","1","1","a lot less than half","2","Yes","31 to 40","Yes"
"139","A1LHDU0RM0ZUZV","CTT","one",0,"172.195","0.941176470588235","1","a lot more than half","1","Yes","41 or more","No"
"140","A2FNTELAA1018G","CTT","one",0,"50.967","0.235294117647059","1","around half","1","Yes","11 to 20","No"
"141","A3O0ZQMDKOKAMR","CTT","one",0,"135.686","0.941176470588235","1","a lot more than half","1","Yes","41 or more","No"
"142","A3UA83R6H3Y4QC","CTT","one",0,"144.481","0.705882352941177","1","a lot more than half","2","Yes","21 to 30","No"
"143","A293Y9SY2ETQN5","CTT","one",0,"164.218","0.235294117647059","1","around half","1","Yes","11 to 20","Yes"
"144","A13LPB1S3H6X4G","CTT","one",0,"105.439","0.294117647058824","1","a lot more than half","2","Yes","41 or more","Yes"
"145","AKATSYE8XLYNL","CTT","one",0,"235.394","0.529411764705882","1","around half","3","Yes","41 or more","Yes"
"146","A2M4KEWDEE7LYY","CTT","one",0,"341.321","0.764705882352941","1","a lot less than half","1","No","31 to 40","No"
"147","ASMOMMDQ3BCG9","CTT","one",0,"136.373","0.823529411764706","1","around half","2","Yes","41 or more","No"
"148","A2UTG9W67TP6HB","CTT","one",0,"161.056","0.941176470588235","1","a lot more than half","2","Yes","21 to 30","No"
"149","A1D1I8MXYZIXHW","CTT","one",0,"101.583","1","1","a lot more than half","1","Yes","0 to 10","Yes"
"150","A2HPE1JESQR8L9","CTT","one",0,"67.692","0.882352941176471","1","a lot more than half","1","Yes","41 or more","No"
"151","A9CD5838233ZI","CTT","one",0,"140.338","1","1","a lot more than half","1","Yes","41 or more","No"
"152","A3K1PEC18VPAT8","CTT","one",0,"85.621","0.647058823529412","1","a lot less than half","2","Maybe","21 to 30","No"
"153","A1Y7FXIV5IXZTT","CTT","one",0,"164.776","0.882352941176471","1","a lot more than half","3","Yes","31 to 40","Yes"
"154","A1R2IY8ITXNPE4","CTT","one",0,"82.061","0.941176470588235","1","a lot more than half","1","Yes","41 or more","No"
"155","A2MRJX1DSC99Y9","CTT","one",0,"112.732","0.705882352941177","1","around half","4","Yes","41 or more","Yes"
"156","A3LE25XP3XK5UF","CTT","one",0,"174.43","0.705882352941177","1","around half","1","Yes","21 to 30","No"
"157","A3JS6HMMTPJ1FL","CTT","one",0,"83.444","0.823529411764706","1","around half","3","Yes","21 to 30","No"
"158","AKIKUJD2R4UUP","CTT","one",0,"194.794","0.941176470588235","1","around half","1","Yes","21 to 30","Yes"
"159","A1ZWIHLL87L507","CTT","one",0,"114.745","0.823529411764706","1","a lot more than half","2","Yes","41 or more","Yes"
"160","A1BMDP2T330DY2","CTT","one",0,"189.795","1","1","a lot more than half","2","Yes","41 or more","Yes"
"161","AGQOILWFLQ8MF","CTT","one",0,"176.511","0.411764705882353","1","a lot less than half","1","Yes","21 to 30","No"
"162","A3MOHY42B7HDWU","CTT","one",0,"196.724","0.705882352941177","1","a lot more than half","2","Yes","41 or more","Yes"
"163","A3UKM78KPGZU4O","CTT","one",0,"103.701","1","1","around half","1","Yes","0 to 10","No"
"164","AJALV8WOILDPA","CTT","one",0,"78.773","0.882352941176471","1","around half","2","Yes","11 to 20","No"
"165","A7SI6RWKJGHSW","CTT","one",0,"162.066","0.882352941176471","1","around half","2","Yes","41 or more","Yes"
"166","AP8OG80OLCCMC","CTT","one",0,"135.613","0.588235294117647","1","a lot more than half","1","Yes","21 to 30","No"
"167","AHKRGPN5D3I2G","CTT","one",0,"139.503","0.705882352941177","1","around half","2","Yes","41 or more","Yes"
"168","A37X7X3HPLKX50","CTT","one",0,"135.434","0.941176470588235","1","a lot more than half","1","Yes","41 or more","No"
"169","A3ET7CEGM3WCQ3","CTT","one",0,"85.444","1","1","around half","1","Yes","11 to 20","Yes"
"170","A2AJLPNA8VP44S","CTT","one",0,"317.228","0.705882352941177","1","around half","3","Yes","31 to 40","Yes"
"171","A2X2FSQ1WEYD09","CTT","one",0,"219.736","0.764705882352941","1","a lot more than half","3","Yes","31 to 40","No"
"172","AY0YFHFGVCQNQ","CTT","one",0,"120.398","0.941176470588235","1","around half","2","Yes","41 or more","No"
"173","A1C2LRGS40747I","CTT","one",0,"167.963","0.705882352941177","1","a lot less than half","1","No","0 to 10","No"
"174","A10XK0DWEXO5BY","CTT","one",0,"181.365","0.470588235294118","1","a lot less than half","1","Yes","41 or more","Yes"
"175","A37V2BNHM204M7","CTT","one",0,"118.039","0.529411764705882","1","a lot more than half","2","No","41 or more","No"
"176","A28QM3564PH50Z","CTT","one",0,"51.802","1","1","around half","1","Yes","21 to 30","No"
"177","A1131ZL7O5GM6R","CTT","one",0,"112.477","1","1","a lot more than half","1","Yes","11 to 20","Yes"
"178","AYB1KW8LEPBJ2","CTT","one",0,"273.387","0.823529411764706","1","a lot less than half","1","Yes","21 to 30","No"
"179","A1OKCXYMNMCRMO","CTT","one",0,"153.677","0.823529411764706","1","a lot more than half","1","Yes","11 to 20","Yes"
"180","A1DWTWQBTQLI6I","TTT","one",1,"43.24","0.117647058823529","0","a lot less than half","1","Yes","41 or more","Yes"
"181","A3RYI5HXC2MJLN","TTT","one",1,"272.167","0.823529411764706","1","a lot more than half","1","Yes","41 or more","Yes"
"182","A1689Q1Z4NNDY6","TTT","one",1,"602.406","0.764705882352941","1","a lot less than half","1","No","31 to 40","Yes"
"183","A384RJJPFR9FWR","TTT","one",1,"81.284","1","1","around half","2","Yes","41 or more","No"
"184","A7I0LOTQVXFW4","TTT","one",1,"370.333","0.764705882352941","1","around half","1","Yes","0 to 10","Yes"
"185","A14QUTGEXRV4R5","TTT","one",1,"217.99","0.823529411764706","1","a lot more than half","3","Yes","41 or more","Yes"
"186","A1KRYIRDA2OOWC","TTT","one",1,"103.947","0.823529411764706","1","around half","1","Yes","11 to 20","Yes"
"187","AF6HPN1HUYG32","TTT","one",1,"198.196","0.941176470588235","1","a lot more than half","2","Yes","31 to 40","Yes"
"188","A6VUPM7IMOB7T","TTT","one",1,"428.594","0.588235294117647","1","a lot more than half","1","Yes","41 or more","Yes"
"189","A1SNH45MEHBR5S","TTT","one",1,"175.037","0.941176470588235","1","a lot more than half","2","Yes","41 or more","No"
"190","A2FD9AKQ1G1FB6","TTT","one",1,"51.203","0.882352941176471","1","around half","2","Yes","41 or more","No"
"191","A10TT0QTE6FNQQ","TTT","one",1,"86.102","1","1","around half","2","Yes","21 to 30","No"
"192","AL5PVNOFBAHDP","TTT","one",1,"116.671","0.352941176470588","1","around half","1","Maybe","11 to 20","No"
"193","A2GSSXKTPAEL6D","TTT","one",1,"108.376","1","1","a lot more than half","3","Yes","0 to 10","No"
"194","A27XE4YPBNHMK3","TTT","one",1,"240.59","0.882352941176471","1","around half","3","Yes","41 or more","Yes"
"195","A3TQMAB3SC1LNU","TTT","one",1,"52.006","1","1","around half","2","Yes","41 or more","No"
"196","A2XQVPDOOYHUS7","TTT","one",1,"176.185","0.294117647058824","1","around half","2","Maybe","11 to 20","No"
"197","A1GGKOIK97TZRS","TTT","one",1,"150.961","0.941176470588235","1","a lot more than half","2","Yes","41 or more","Yes"
"198","A2WN21UXDXCJY4","TTT","one",1,"86.379","0.529411764705882","1","around half","1","No","31 to 40","Yes"
"199","ABI6MBRII1JVT","TTT","one",1,"156.217","0.941176470588235","1","around half","2","Yes","41 or more","Yes"
"200","AMFN57BJVYPPE","TTT","one",1,"284.612","0.411764705882353","1","a lot less than half","1","Maybe","11 to 20","No"
"201","A39FJ7RWX4B9JZ","TTT","one",1,"235.532","0.882352941176471","1","a lot more than half","2","Yes","11 to 20","Yes"
"202","A220N98XQJ75DA","TTT","one",1,"69.461","0.823529411764706","1","around half","1","Yes","11 to 20","Yes"
"203","a2vxmri706cdgi","TTT","one",1,"133.918","0.941176470588235","1","a lot more than half","1","Yes","41 or more","No"
"204","A3IWND8SOMMJF5","TTT","one",1,"110.682","0.882352941176471","1","around half","1","Yes","41 or more","No"
"205","A3CY1ZG93NXQA4","TTT","one",1,"183.402","0.882352941176471","1","a lot more than half","2","Yes","41 or more","No"
"206","A1B54URWGA0WFB","TTT","one",1,"147.038","1","1","a lot more than half","2","Yes","41 or more","No"
"207","A3AD7HRMCBVVRZ","TTT","one",1,"130.164","0.941176470588235","1","around half","2","Yes","11 to 20","Yes"
"208","A1HHOCO3ZZHCJZ","TTT","one",1,"59.321","0.0588235294117647","0","around half","3","Yes","41 or more","Yes"
"209","A3QDBNW2H8EMFW","TTT","one",1,"68.489","0.882352941176471","1","around half","3","Yes","41 or more","No"
"210","A10HEV2856GIQL","TTT","one",1,"122.398","0.470588235294118","1","around half","1","Maybe","11 to 20","Yes"
"211","A2C3C5E75XD165","TTT","one",1,"101.627","0.941176470588235","1","a lot more than half","2","Yes","11 to 20","No"
"212","A3U20M3KJ10B1A","TTT","one",1,"230.085","0.764705882352941","1","a lot less than half","1","No","41 or more","No"
"213","AH5C27EW5D73O","TTT","one",1,"154.456","0.764705882352941","1","a lot less than half","1","Yes","41 or more","Yes"
"214","A2V272VAW0GIPL","TTT","one",1,"116.908","0.647058823529412","1","a lot less than half","1","Yes","41 or more","No"
"215","A1LEFMRDPX5FV","TTT","one",1,"363.258","0.411764705882353","1","a lot more than half","1","No","21 to 30","No"
"216","A3ESC1H6BBKF30","TTT","one",1,"53.094","0.529411764705882","1","around half","1","Yes","21 to 30","Yes"
"217","A160ZTD45HEUM5","TTT","one",1,"124.993","0.705882352941177","1","a lot less than half","3","Yes","41 or more","No"
"218","A2UCY7PC4D4U9X","TTT","one",1,"253.364","0.529411764705882","1","around half","2","Yes","0 to 10","No"
"219","A1B2V27QSGPT6W","TTT","one",1,"217.224","0.941176470588235","1","a lot less than half","3","Yes","41 or more","No"
"220","A3DX682PHXMXIF","TTT","one",1,"250.396","0.941176470588235","1","a lot less than half","2","Yes","41 or more","No"
"221","A3P5BJ1GA3NLBY","TTT","one",1,"178.083","0.882352941176471","1","a lot more than half","3","Yes","21 to 30","No"
"222","A35ARURSRU6UAZ","TTT","one",1,"126.028","0.941176470588235","1","a lot more than half","2","Yes","41 or more","No"
"223","A2BEH9YQPHKP6A","TTT","one",1,"187.166","0.941176470588235","1","a lot more than half","2","Yes","41 or more","No"
"224","A1J0GU26323WVA","TTT","one",1,"120.104","0.882352941176471","1","a lot more than half","2","Yes","41 or more","Yes"
"225","ALGT35T85XA2O","TTT","one",1,"184.15","0.941176470588235","1","around half","2","No","41 or more","No"
"226","AZL4QYVN4R3NS","TTT","one",1,"110.066","0.882352941176471","1","around half","1","Yes","41 or more","No"
"227","AVJ2J2LH1WMQB","TTT","one",1,"68.76","0.823529411764706","1","a lot more than half","1","Yes","41 or more","No"
"228","A1QEQOI98976S0","TTT","one",1,"137.632","0.823529411764706","1","around half","1","Yes","41 or more","No"
"229","A31J46CL1IXDAZ","TTT","one",1,"148.737","1","1","a lot more than half","2","Yes","31 to 40","Yes"
"230","A53LV70R73Q73","TTT","one",1,"122.46","0.823529411764706","1","around half","2","Yes","31 to 40","No"
"231","A3FPJQIREBQ8OV","TTT","one",1,"117.666","0.941176470588235","1","around half","3","Yes","41 or more","Yes"
"232","AEDM9AO2R1LKB","TTT","one",1,"415.16","0.764705882352941","1","around half","3","Yes","21 to 30","No"
"233","A2592UTCHSDXAY","TTT","one",1,"226.434","0.882352941176471","1","a lot less than half","1","Yes","41 or more","Yes"
