"","worker_id","one","two","three"
"139","A30AGR5KF8IEL","00","00","01"
"140","A31J46CL1IXDAZ","01","11","11"
"141","A345EPTA0P1Z5J","00","00","00"
"142","A35ARURSRU6UAZ","01","11","11"
"143","A36ZLUFEGBJGKA","00","00","01"
"144","A37CO0N1KC1CDW","00","00","01"
"145","A37JAONFRRB36Z","00","00","00"
"146","A37V2BNHM204M7","00","01","11"
"147","A37X7X3HPLKX50","00","01","11"
"148","A384RJJPFR9FWR","01","11","11"
"149","A39FJ7RWX4B9JZ","01","11","11"
"150","A3AD7HRMCBVVRZ","01","11","11"
"151","A3CEGI4XS8PT58","00","00","01"
"152","A3CMWYLWMENHLZ","00","00","00"
"153","A3CY1ZG93NXQA4","01","11","11"
"154","A3DX682PHXMXIF","01","11","11"
"155","A3ESC1H6BBKF30","01","11","11"
"156","A3ET7CEGM3WCQ3","00","01","11"
"157","A3FPJQIREBQ8OV","01","11","11"
"158","A3H9XHNUS12SSA","00","00","01"
"159","A3HO187RYY2RCA","00","00","01"
"160","A3IWND8SOMMJF5","01","11","11"
"161","A3JS6HMMTPJ1FL","00","01","11"
"162","A3K1PEC18VPAT8","00","01","11"
"163","A3KUZ2JNKHZBQK","00","00","00"
"164","A3LE25XP3XK5UF","00","01","11"
"165","A3MK7F6KT80AZT","00","01","11"
"166","A3ML3LJ4FU7CVS","00","00","00"
"167","A3MOHY42B7HDWU","00","01","11"
"168","A3NZDP3T7RCK9P","00","00","01"
"169","A3O0ZQMDKOKAMR","00","01","11"
"170","A3O2RCOBSQXV3M","00","00","01"
"171","A3OJL45QP316O1","00","00","00"
"172","A3P5BJ1GA3NLBY","01","11","11"
"173","A3QB85Z1B5RQ0U","00","00","00"
"174","A3QDBNW2H8EMFW","01","11","11"
"175","A3QH4NEUUO81CX","00","00","00"
"176","A3QQXOVQ0YKMZF","01","11","11"
"177","A3R20B7QEHVL5H","00","00","01"
"178","A3RYI5HXC2MJLN","01","11","11"
"179","A3S8TUZ94SKSDC","00","01","11"
"180","A3SL5QRF7MX2P1","00","01","11"
"181","A3TQMAB3SC1LNU","01","11","11"
"182","A3U20M3KJ10B1A","01","11","11"
"183","A3UA83R6H3Y4QC","00","01","11"
"184","A3UE7E3PIOZV4R","00","00","00"
"185","A3UKM78KPGZU4O","00","01","11"
"186","A4A2TC8YA24E6","00","00","00"
"187","A53LV70R73Q73","01","11","11"
"188","A5A3TSXJ0HF0V","01","11","11"
"189","A5ZX7W5SUM0CO","00","00","01"
"190","A6CB0N28MHOD3","00","00","00"
"191","A6VUPM7IMOB7T","01","11","11"
"192","A798DGO5E82IF","00","00","01"
"193","A7FLK0E6W6O0I","00","00","00"
"194","A7GALBG5YTY5Z","00","00","00"
"195","A7I0LOTQVXFW4","01","11","11"
"196","A7SI6RWKJGHSW","00","01","11"
"197","A8CR1D6TER0JY","00","01","11"
"198","A9CD5838233ZI","00","01","11"
"199","AAL0LSJYL0NBT","00","00","00"
"200","AAR5VQ8QIO5PC","00","00","01"
"201","ABI6MBRII1JVT","01","11","11"
"202","ACF8CYOJ1P4GC","01","11","11"
"203","ADAWXO0BM89BY","00","00","00"
"204","ADZRKPVTS0EWV","00","00","01"
"205","AEDM9AO2R1LKB","01","11","11"
"206","AF6HPN1HUYG32","01","11","11"
"207","AFC9Q2YBBESIP 	","00","00","00"
"208","AGQOILWFLQ8MF","00","01","11"
"209","AH5C27EW5D73O","01","11","11"
"210","AHKRGPN5D3I2G","00","01","11"
"211","AHN17C4CRTC4K","00","00","01"
"212","AIM3PIK90V9HX","00","00","00"
"213","AIV842WA1CLZZ","00","00","00"
"214","AJALV8WOILDPA","00","01","11"
"215","AJZ6236J2CGS1","00","01","11"
"216","AKATSYE8XLYNL","00","01","11"
"217","AKIKUJD2R4UUP","00","01","11"
"218","AKQWJ8Y1TMHX0","00","00","01"
"219","AL5PVNOFBAHDP","01","11","11"
"220","ALGT35T85XA2O","01","11","11"
"221","AMFN57BJVYPPE","01","11","11"
"222","AMI7O28BUU547","00","01","11"
"223","AMNOFEORTIJ6X","00","00","01"
"224","AN6RFUIV4EC9","00","01","11"
"225","AOB6ZJTDB416G","00","00","01"
"226","AP8OG80OLCCMC","00","01","11"
"227","APF1EAZT104LQ","00","00","00"
"228","AQRZ69ISIWBP4","00","01","11"
"229","ARX0IFTQF4C7T","00","00","01"
"230","ASMOMMDQ3BCG9","00","01","11"
"231","ASQW51PUO2OLI","00","00","00"
"232","ASUQO1R45IQUE","00","00","00"
"233","ATV9UD5ZDKX9L","00","00","01"
"234","AVA4W3FRMY9HH","00","00","01"
"235","AVJ2J2LH1WMQB","01","11","11"
"236","AWXSUKMW9BFWD","00","00","01"
"237","AX1Z6XEQAODQF","00","00","01"
"238","AY0YFHFGVCQNQ","00","01","11"
"239","AY6CWT1SPSA8Z","00","00","01"
"240","AYB1KW8LEPBJ2","00","01","11"
"241","AYEBV9WWY8Z8V","00","00","01"
"242","AZL4QYVN4R3NS","01","11","11"
"243","X17YUIF9043A7883141","00","00","00"
