"","worker_id","round_accuracy","outcome.key","round"
"60","A1ROEDVMTO9Y3X",0.910826032540676,"00","one"
"61","A1SNH45MEHBR5S",0.96964956195244,"00","one"
"62","A1SZ9P1ZBKYJRM",0.764705882352941,"00","one"
"63","A1U7K5FH83GZJ1",0.941176470588235,"00","one"
"64","A1V6CLZZVH3PLU",0.941176470588235,"00","one"
"65","A1VDET148FIJWJ",1,"00","one"
"66","A1VJ4ZOXP9PUCP",0.941176470588235,"00","one"
"67","A1W5A8Z3JUZN7S",0.823529411764706,"00","one"
"68","A1X2NKJNHB1A5",0.941176470588235,"00","one"
"69","A1XKHXJ8CMIX7N",0.823529411764706,"00","one"
"70","A1Y7FXIV5IXZTT",0.882352941176471,"00","one"
"71","A1Z2XMXEZ1SEI6",0.882352941176471,"00","one"
"72","A1ZWIHLL87L507",0.823529411764706,"00","one"
"73","A200H4TX468LE",0.941176470588235,"00","one"
"74","A20UCVI4ST12GC",1,"00","one"
"75","A220N98XQJ75DA",0.852002503128911,"00","one"
"76","A22GF3H0SU4ISE",0.941176470588235,"00","one"
"77","A22ND8360PZYO3",0.529411764705882,"00","one"
"78","A23XJ8I86R0O3B",0.941176470588235,"00","one"
"79","A24DSECWUBZC0Z",0.823529411764706,"00","one"
"80","A24KXOCL89WA1U",0.882352941176471,"00","one"
"81","A2592UTCHSDXAY",0.910826032540676,"00","one"
"82","A25GK6PV0R9QBO",0.941176470588235,"00","one"
"83","A25X755IRWK2U5",0.941176470588235,"00","one"
"84","A26OJ4TA28AFHC",0.882352941176471,"00","one"
"85","A27IUQDZPHETTP",0.235294117647059,"00","one"
"86","A27XE4YPBNHMK3",0.910826032540676,"00","one"
"87","A28QM3564PH50Z",1,"00","one"
"88","A293Y9SY2ETQN5",0.235294117647059,"00","one"
"89","A298FAWY76NZA9",1,"00","one"
"90","A29WJ1PEV6SB06",0.882352941176471,"00","one"
"91","A2AJLPNA8VP44S",0.705882352941177,"00","one"
"92","A2BEH9YQPHKP6A",0.96964956195244,"00","one"
"93","A2C3C5E75XD165",0.96964956195244,"00","one"
"94","A2CK566Z4YFO00",0.882352941176471,"00","one"
"95","A2CSV75E3JT58Y",0.529411764705882,"00","one"
"96","A2EMWGAJBN1HGE",0.588235294117647,"00","one"
"97","A2EUSYNR52LAYT",0.647058823529412,"00","one"
"98","A2FD9AKQ1G1FB6",0.910826032540676,"00","one"
"99","A2FE7E2IZYQALC",0.705882352941177,"00","one"
"100","A2FL477TMKC91L",0.941176470588235,"00","one"
"101","A2FNTELAA1018G",0.235294117647059,"00","one"
"102","A2FW27RNKPQT0Y",1,"00","one"
"103","A2GSSXKTPAEL6D",1.02847309136421,"00","one"
"104","A2HPE1JESQR8L9",0.882352941176471,"00","one"
"105","A2IFPAX33G7JZJ",0.176470588235294,"00","one"
"106","A2J92KPUWBO33J",0.941176470588235,"00","one"
"107","A2JHF7CU91EVXW",0.882352941176471,"00","one"
"108","A2JO52BHJMCRD8",0.764705882352941,"00","one"
"109","A2K12Y7EY4S1IL",0.764705882352941,"00","one"
"110","A2L366NNL1YG5W",1,"00","one"
"111","A2L4RO3TES1WIY",1,"00","one"
"112","A2LXTAVRLL8GY5",0.882352941176471,"00","one"
"113","A2M4KEWDEE7LYY",0.764705882352941,"00","one"
"114","A2MLO81YDMGRKX",0.705882352941177,"00","one"
"115","A2MRJX1DSC99Y9",0.705882352941177,"00","one"
"116","A2NQO3JAPV0MUQ",1,"00","one"
"117","A2OA40985FQ5OU",0.647058823529412,"00","one"
"118","A2PRF5G21RC5G3",0.647058823529412,"00","one"
"119","A2QIZ31TMHU0GD",0.294117647058824,"00","one"
"120","A2QPMJ4GADLUW2",0.588235294117647,"00","one"
"121","A2RQJBT7SZMBV7",0.823529411764706,"00","one"
"122","A2SC6UVH1MJ9OE",0.764705882352941,"00","one"
"123","A2T5YVU37RBCCP",0.529411764705882,"00","one"
"124","A2TNGZPWGNQLQ ",0.647058823529412,"00","one"
"125","A2U3723LKNMHAI",0.647058823529412,"00","one"
"126","A2UCY7PC4D4U9X",0.557884856070087,"00","one"
"127","A2UTG9W67TP6HB",0.941176470588235,"00","one"
"128","A2V272VAW0GIPL",0.675531914893617,"00","one"
"129","a2vxmri706cdgi",0.96964956195244,"00","one"
"130","A2W3WLV6AU88B9",1,"00","one"
"131","A2WN21UXDXCJY4",0.557884856070087,"00","one"
"132","A2WS2N6YRHWUO7",0.734355444305382,"00","one"
"133","A2X2FSQ1WEYD09",0.764705882352941,"00","one"
"134","A2XQVPDOOYHUS7",0.322590738423029,"00","one"
"135","A2YW9LD13QKUI6",0.882352941176471,"00","one"
"136","A2ZGAH6NOSU2PO",0.470588235294118,"00","one"
"137","A2ZKTLWQ56QI4O",0.882352941176471,"00","one"
"138","A2ZQ4UEFEECKH9",0.941176470588235,"00","one"
"139","A30AGR5KF8IEL",0.882352941176471,"00","one"
"140","A31J46CL1IXDAZ",1.02847309136421,"00","one"
"141","A345EPTA0P1Z5J",1,"00","one"
"142","A35ARURSRU6UAZ",0.96964956195244,"00","one"
"143","A36ZLUFEGBJGKA",0.764705882352941,"00","one"
"144","A37CO0N1KC1CDW",0.823529411764706,"00","one"
"145","A37JAONFRRB36Z",0.882352941176471,"00","one"
"146","A37V2BNHM204M7",0.529411764705882,"00","one"
"147","A37X7X3HPLKX50",0.941176470588235,"00","one"
"148","A384RJJPFR9FWR",1.02847309136421,"00","one"
"149","A39FJ7RWX4B9JZ",0.910826032540676,"00","one"
"150","A3AD7HRMCBVVRZ",0.96964956195244,"00","one"
"151","A3CEGI4XS8PT58",0.882352941176471,"00","one"
"152","A3CMWYLWMENHLZ",0.941176470588235,"00","one"
"153","A3CY1ZG93NXQA4",0.910826032540676,"00","one"
"154","A3DX682PHXMXIF",0.96964956195244,"00","one"
"155","A3ESC1H6BBKF30",0.557884856070087,"00","one"
"156","A3ET7CEGM3WCQ3",1,"00","one"
"157","A3FPJQIREBQ8OV",0.96964956195244,"00","one"
"158","A3H9XHNUS12SSA",0.882352941176471,"00","one"
"159","A3HO187RYY2RCA",0.941176470588235,"00","one"
"160","A3IWND8SOMMJF5",0.910826032540676,"00","one"
"161","A3JS6HMMTPJ1FL",0.823529411764706,"00","one"
"162","A3K1PEC18VPAT8",0.647058823529412,"00","one"
"163","A3KUZ2JNKHZBQK",1,"00","one"
"164","A3LE25XP3XK5UF",0.705882352941177,"00","one"
"165","A3MK7F6KT80AZT",0.941176470588235,"00","one"
"166","A3ML3LJ4FU7CVS",0.764705882352941,"00","one"
"167","A3MOHY42B7HDWU",0.705882352941177,"00","one"
"168","A3NZDP3T7RCK9P",0.529411764705882,"00","one"
"169","A3O0ZQMDKOKAMR",0.941176470588235,"00","one"
"170","A3O2RCOBSQXV3M",0.941176470588235,"00","one"
"171","A3OJL45QP316O1",0.705882352941177,"00","one"
"172","A3P5BJ1GA3NLBY",0.910826032540676,"00","one"
"173","A3QB85Z1B5RQ0U",0.941176470588235,"00","one"
"174","A3QDBNW2H8EMFW",0.910826032540676,"00","one"
"175","A3QH4NEUUO81CX",1,"00","one"
"176","A3QQXOVQ0YKMZF",0.910826032540676,"00","one"
"177","A3R20B7QEHVL5H",0.882352941176471,"00","one"
"178","A3RYI5HXC2MJLN",0.852002503128911,"00","one"
"179","A3S8TUZ94SKSDC",1,"00","one"
"180","A3SL5QRF7MX2P1",0.882352941176471,"00","one"
"181","A3TQMAB3SC1LNU",1.02847309136421,"00","one"
"182","A3U20M3KJ10B1A",0.793178973717146,"00","one"
"183","A3UA83R6H3Y4QC",0.705882352941177,"00","one"
"184","A3UE7E3PIOZV4R",1,"00","one"
"185","A3UKM78KPGZU4O",1,"00","one"
"186","A4A2TC8YA24E6",0.823529411764706,"00","one"
"187","A53LV70R73Q73",0.852002503128911,"00","one"
"188","A5A3TSXJ0HF0V",0.96964956195244,"00","one"
"189","A5ZX7W5SUM0CO",0.882352941176471,"00","one"
"190","A6CB0N28MHOD3",1,"00","one"
"191","A6VUPM7IMOB7T",0.616708385481852,"00","one"
"192","A798DGO5E82IF",0.882352941176471,"00","one"
"193","A7FLK0E6W6O0I",1,"00","one"
"194","A7GALBG5YTY5Z",1,"00","one"
"195","A7I0LOTQVXFW4",0.793178973717146,"00","one"
"196","A7SI6RWKJGHSW",0.882352941176471,"00","one"
"197","A8CR1D6TER0JY",1,"00","one"
"198","A9CD5838233ZI",1,"00","one"
"199","AAL0LSJYL0NBT",0.470588235294118,"00","one"
"200","AAR5VQ8QIO5PC",0.882352941176471,"00","one"
"201","ABI6MBRII1JVT",0.96964956195244,"00","one"
"202","ACF8CYOJ1P4GC",0.910826032540676,"00","one"
"203","ADAWXO0BM89BY",0.411764705882353,"00","one"
"204","ADZRKPVTS0EWV",0.941176470588235,"00","one"
"205","AEDM9AO2R1LKB",0.793178973717146,"00","one"
"206","AF6HPN1HUYG32",0.96964956195244,"00","one"
"207","AFC9Q2YBBESIP 	",0.352941176470588,"00","one"
"208","AGQOILWFLQ8MF",0.411764705882353,"00","one"
"209","AH5C27EW5D73O",0.793178973717146,"00","one"
"210","AHKRGPN5D3I2G",0.705882352941177,"00","one"
"211","AHN17C4CRTC4K",0.882352941176471,"00","one"
"212","AIM3PIK90V9HX",0.705882352941177,"00","one"
"213","AIV842WA1CLZZ",1,"00","one"
"214","AJALV8WOILDPA",0.882352941176471,"00","one"
"215","AJZ6236J2CGS1",1,"00","one"
"216","AKATSYE8XLYNL",0.529411764705882,"00","one"
"217","AKIKUJD2R4UUP",0.941176470588235,"00","one"
"218","AKQWJ8Y1TMHX0",0.941176470588235,"00","one"
"219","AL5PVNOFBAHDP",0.381414267834793,"00","one"
"220","ALGT35T85XA2O",0.96964956195244,"00","one"
"221","AMFN57BJVYPPE",0.440237797246558,"00","one"
"222","AMI7O28BUU547",0.588235294117647,"00","one"
"223","AMNOFEORTIJ6X",0.823529411764706,"00","one"
"224","AN6RFUIV4EC9",0.941176470588235,"00","one"
"225","AOB6ZJTDB416G",1,"00","one"
"226","AP8OG80OLCCMC",0.588235294117647,"00","one"
"227","APF1EAZT104LQ",0.470588235294118,"00","one"
"228","AQRZ69ISIWBP4",0.647058823529412,"00","one"
"229","ARX0IFTQF4C7T",0.941176470588235,"00","one"
"230","ASMOMMDQ3BCG9",0.823529411764706,"00","one"
"231","ASQW51PUO2OLI",1,"00","one"
"232","ASUQO1R45IQUE",0.941176470588235,"00","one"
"233","ATV9UD5ZDKX9L",0.941176470588235,"00","one"
"234","AVA4W3FRMY9HH",0.529411764705882,"00","one"
"235","AVJ2J2LH1WMQB",0.852002503128911,"00","one"
"236","AWXSUKMW9BFWD",0.941176470588235,"00","one"
"237","AX1Z6XEQAODQF",0.941176470588235,"00","one"
"238","AY0YFHFGVCQNQ",0.941176470588235,"00","one"
"239","AY6CWT1SPSA8Z",0.823529411764706,"00","one"
"240","AYB1KW8LEPBJ2",0.823529411764706,"00","one"
"241","AYEBV9WWY8Z8V",0.941176470588235,"00","one"
"242","AZL4QYVN4R3NS",0.910826032540676,"00","one"
"243","X17YUIF9043A7883141",0.764705882352941,"00","one"
"244","A10HEV2856GIQL",0.470588235294118,"01","one"
"245","A10TT0QTE6FNQQ",1,"01","one"
"246","A10XK0DWEXO5BY",0.442115143929913,"01","one"
"247","A1131ZL7O5GM6R",0.971526908635795,"01","one"
"248","A11QDNT3W7DT7K",0.795056320400501,"01","one"
"249","A128ibd72ucel3",0.795056320400501,"01","one"
"250","A12JFHCJC680PV",0.383291614518148,"01","one"
"251","A12ZSUQS35AIM4",0.91270337922403,"01","one"
"252","A1320NEHBNZ8FM",0.91270337922403,"01","one"
"253","A13FA7YOB3JAYN",0.853879849812266,"01","one"
"254","A13LPB1S3H6X4G",0.265644555694619,"01","one"
"255","A13Z8G7A82NJIN",0.941176470588235,"01","one"
"256","A14QUTGEXRV4R5",0.823529411764706,"01","one"
"257","A14X9MMC9P7XI8",0.971526908635795,"01","one"
"258","A15X6O2JE40VGB",0.971526908635795,"01","one"
"259","A160ZTD45HEUM5",0.705882352941177,"01","one"
"260","A1689Q1Z4NNDY6",0.764705882352941,"01","one"
"261","A17VXAMGTXV1FL",0.91270337922403,"01","one"
"262","A18Q2TSYBDWQU1",0.91270337922403,"01","one"
"263","A194R45ACMQEOR",0.0303504380475593,"01","one"
"264","A19D4RBBDRNCUB",0.91270337922403,"01","one"
"265","A1B2V27QSGPT6W",0.941176470588235,"01","one"
"266","A1B54URWGA0WFB",1,"01","one"
"267","A1BMDP2T330DY2",0.971526908635795,"01","one"
"268","A1C2LRGS40747I",0.677409261576972,"01","one"
"269","A1COU26U8QXCW9",0.91270337922403,"01","one"
"270","A1D1I8MXYZIXHW",0.971526908635795,"01","one"
"271","A1DWTWQBTQLI6I",0.117647058823529,"01","one"
"272","A1E2K9Z2G98EDK",0.941176470588235,"01","one"
"273","A1EG9WRMZL8IWK",0.91270337922403,"01","one"
"274","A1EOVMNNT8Q370",0,"01","one"
"275","A1EV66QWCULDE5",0.971526908635795,"01","one"
"276","A1F2QQ8D4373H1",0.588235294117647,"01","one"
"277","A1GGKOIK97TZRS",0.941176470588235,"01","one"
"278","A1HF64TV3AAOK6",0.971526908635795,"01","one"
"279","A1HHOCO3ZZHCJZ",0.0588235294117647,"01","one"
"280","A1J0GU26323WVA",0.882352941176471,"01","one"
"281","A1JALA705LS4VZ",0.677409261576972,"01","one"
"282","A1JG0SJHUXT1FW",0.971526908635795,"01","one"
"283","A1KFTYQM1YKVOC",0.853879849812266,"01","one"
"284","A1KRYIRDA2OOWC",0.823529411764706,"01","one"
"285","A1KWFRKBCLPQXZ",0.500938673341677,"01","one"
"286","A1KXYURHCYHKOL",0.853879849812266,"01","one"
"287","A1LEFMRDPX5FV",0.411764705882353,"01","one"
"288","A1LF7EXQHHM40B",0.941176470588235,"01","one"
"289","A1LHDU0RM0ZUZV",0.91270337922403,"01","one"
"290","A1LMVEWG8EJV5Q",0.853879849812266,"01","one"
"291","A1ML5W7RBHQ0DQ",0.971526908635795,"01","one"
"292","A1NDM9R54FJMPW",0.882352941176471,"01","one"
"293","A1NFJUYNV8Y9E3",0.971526908635795,"01","one"
"294","A1NYI79LUIBOTP",0.324468085106383,"01","one"
"295","A1O3FM0MCRSQIM",0.971526908635795,"01","one"
"296","A1O3ZRPQD7TVW5",0.91270337922403,"01","one"
"297","A1OKCXYMNMCRMO",0.795056320400501,"01","one"
"298","A1PGRPL918T2GQ",0.971526908635795,"01","one"
"299","A1Q1C5FVVYB2UX",0.618585732165207,"01","one"
"300","A1QEQOI98976S0",0.823529411764706,"01","one"
"301","A1R2IY8ITXNPE4",0.91270337922403,"01","one"
"302","A1RO22O88I71FD",0.500938673341677,"01","one"
"303","A1ROEDVMTO9Y3X",0.882352941176471,"01","one"
"304","A1SNH45MEHBR5S",0.941176470588235,"01","one"
"305","A1SZ9P1ZBKYJRM",0.736232790988736,"01","one"
"306","A1U7K5FH83GZJ1",0.91270337922403,"01","one"
"307","A1V6CLZZVH3PLU",0.91270337922403,"01","one"
"308","A1VDET148FIJWJ",0.971526908635795,"01","one"
"309","A1VJ4ZOXP9PUCP",0.91270337922403,"01","one"
"310","A1W5A8Z3JUZN7S",0.795056320400501,"01","one"
"311","A1X2NKJNHB1A5",0.91270337922403,"01","one"
"312","A1XKHXJ8CMIX7N",0.795056320400501,"01","one"
"313","A1Y7FXIV5IXZTT",0.853879849812266,"01","one"
"314","A1Z2XMXEZ1SEI6",0.853879849812266,"01","one"
"315","A1ZWIHLL87L507",0.795056320400501,"01","one"
"316","A200H4TX468LE",0.91270337922403,"01","one"
"317","A20UCVI4ST12GC",0.971526908635795,"01","one"
"318","A220N98XQJ75DA",0.823529411764706,"01","one"
"319","A22GF3H0SU4ISE",0.91270337922403,"01","one"
"320","A22ND8360PZYO3",0.500938673341677,"01","one"
"321","A23XJ8I86R0O3B",0.91270337922403,"01","one"
"322","A24DSECWUBZC0Z",0.795056320400501,"01","one"
"323","A24KXOCL89WA1U",0.853879849812266,"01","one"
"324","A2592UTCHSDXAY",0.882352941176471,"01","one"
"325","A25GK6PV0R9QBO",0.91270337922403,"01","one"
"326","A25X755IRWK2U5",0.91270337922403,"01","one"
"327","A26OJ4TA28AFHC",0.853879849812266,"01","one"
"328","A27IUQDZPHETTP",0.206821026282854,"01","one"
"329","A27XE4YPBNHMK3",0.882352941176471,"01","one"
"330","A28QM3564PH50Z",0.971526908635795,"01","one"
"331","A293Y9SY2ETQN5",0.206821026282854,"01","one"
"332","A298FAWY76NZA9",0.971526908635795,"01","one"
"333","A29WJ1PEV6SB06",0.853879849812266,"01","one"
"334","A2AJLPNA8VP44S",0.677409261576972,"01","one"
"335","A2BEH9YQPHKP6A",0.941176470588235,"01","one"
"336","A2C3C5E75XD165",0.941176470588235,"01","one"
"337","A2CK566Z4YFO00",0.853879849812266,"01","one"
"338","A2CSV75E3JT58Y",0.500938673341677,"01","one"
"339","A2EMWGAJBN1HGE",0.559762202753442,"01","one"
"340","A2EUSYNR52LAYT",0.618585732165207,"01","one"
"341","A2FD9AKQ1G1FB6",0.882352941176471,"01","one"
"342","A2FE7E2IZYQALC",0.677409261576972,"01","one"
"343","A2FL477TMKC91L",0.91270337922403,"01","one"
"344","A2FNTELAA1018G",0.206821026282854,"01","one"
"345","A2FW27RNKPQT0Y",0.971526908635795,"01","one"
"346","A2GSSXKTPAEL6D",1,"01","one"
"347","A2HPE1JESQR8L9",0.853879849812266,"01","one"
"348","A2IFPAX33G7JZJ",0.147997496871089,"01","one"
"349","A2J92KPUWBO33J",0.91270337922403,"01","one"
"350","A2JHF7CU91EVXW",0.853879849812266,"01","one"
"351","A2JO52BHJMCRD8",0.736232790988736,"01","one"
"352","A2K12Y7EY4S1IL",0.736232790988736,"01","one"
"353","A2L366NNL1YG5W",0.971526908635795,"01","one"
"354","A2L4RO3TES1WIY",0.971526908635795,"01","one"
"355","A2LXTAVRLL8GY5",0.853879849812266,"01","one"
"356","A2M4KEWDEE7LYY",0.736232790988736,"01","one"
"357","A2MLO81YDMGRKX",0.677409261576972,"01","one"
"358","A2MRJX1DSC99Y9",0.677409261576972,"01","one"
"359","A2NQO3JAPV0MUQ",0.971526908635795,"01","one"
"360","A2OA40985FQ5OU",0.618585732165207,"01","one"
"361","A2PRF5G21RC5G3",0.618585732165207,"01","one"
"362","A2QIZ31TMHU0GD",0.265644555694619,"01","one"
"363","A2QPMJ4GADLUW2",0.559762202753442,"01","one"
"364","A2RQJBT7SZMBV7",0.795056320400501,"01","one"
"365","A2SC6UVH1MJ9OE",0.736232790988736,"01","one"
"366","A2T5YVU37RBCCP",0.500938673341677,"01","one"
"367","A2TNGZPWGNQLQ ",0.618585732165207,"01","one"
"368","A2U3723LKNMHAI",0.618585732165207,"01","one"
"369","A2UCY7PC4D4U9X",0.529411764705882,"01","one"
"370","A2UTG9W67TP6HB",0.91270337922403,"01","one"
"371","A2V272VAW0GIPL",0.647058823529412,"01","one"
"372","a2vxmri706cdgi",0.941176470588235,"01","one"
"373","A2W3WLV6AU88B9",0.971526908635795,"01","one"
"374","A2WN21UXDXCJY4",0.529411764705882,"01","one"
"375","A2WS2N6YRHWUO7",0.705882352941177,"01","one"
"376","A2X2FSQ1WEYD09",0.736232790988736,"01","one"
"377","A2XQVPDOOYHUS7",0.294117647058824,"01","one"
"378","A2YW9LD13QKUI6",0.853879849812266,"01","one"
"379","A2ZGAH6NOSU2PO",0.442115143929913,"01","one"
"380","A2ZKTLWQ56QI4O",0.853879849812266,"01","one"
"381","A2ZQ4UEFEECKH9",0.91270337922403,"01","one"
"382","A30AGR5KF8IEL",0.853879849812266,"01","one"
"383","A31J46CL1IXDAZ",1,"01","one"
"384","A345EPTA0P1Z5J",0.971526908635795,"01","one"
"385","A35ARURSRU6UAZ",0.941176470588235,"01","one"
"386","A36ZLUFEGBJGKA",0.736232790988736,"01","one"
"387","A37CO0N1KC1CDW",0.795056320400501,"01","one"
"388","A37JAONFRRB36Z",0.853879849812266,"01","one"
"389","A37V2BNHM204M7",0.500938673341677,"01","one"
"390","A37X7X3HPLKX50",0.91270337922403,"01","one"
"391","A384RJJPFR9FWR",1,"01","one"
"392","A39FJ7RWX4B9JZ",0.882352941176471,"01","one"
"393","A3AD7HRMCBVVRZ",0.941176470588235,"01","one"
"394","A3CEGI4XS8PT58",0.853879849812266,"01","one"
"395","A3CMWYLWMENHLZ",0.91270337922403,"01","one"
"396","A3CY1ZG93NXQA4",0.882352941176471,"01","one"
"397","A3DX682PHXMXIF",0.941176470588235,"01","one"
"398","A3ESC1H6BBKF30",0.529411764705882,"01","one"
"399","A3ET7CEGM3WCQ3",0.971526908635795,"01","one"
"400","A3FPJQIREBQ8OV",0.941176470588235,"01","one"
"401","A3H9XHNUS12SSA",0.853879849812266,"01","one"
"402","A3HO187RYY2RCA",0.91270337922403,"01","one"
"403","A3IWND8SOMMJF5",0.882352941176471,"01","one"
"404","A3JS6HMMTPJ1FL",0.795056320400501,"01","one"
"405","A3K1PEC18VPAT8",0.618585732165207,"01","one"
"406","A3KUZ2JNKHZBQK",0.971526908635795,"01","one"
"407","A3LE25XP3XK5UF",0.677409261576972,"01","one"
"408","A3MK7F6KT80AZT",0.91270337922403,"01","one"
"409","A3ML3LJ4FU7CVS",0.736232790988736,"01","one"
"410","A3MOHY42B7HDWU",0.677409261576972,"01","one"
"411","A3NZDP3T7RCK9P",0.500938673341677,"01","one"
"412","A3O0ZQMDKOKAMR",0.91270337922403,"01","one"
"413","A3O2RCOBSQXV3M",0.91270337922403,"01","one"
"414","A3OJL45QP316O1",0.677409261576972,"01","one"
"415","A3P5BJ1GA3NLBY",0.882352941176471,"01","one"
"416","A3QB85Z1B5RQ0U",0.91270337922403,"01","one"
"417","A3QDBNW2H8EMFW",0.882352941176471,"01","one"
"418","A3QH4NEUUO81CX",0.971526908635795,"01","one"
"419","A3QQXOVQ0YKMZF",0.882352941176471,"01","one"
"420","A3R20B7QEHVL5H",0.853879849812266,"01","one"
"421","A3RYI5HXC2MJLN",0.823529411764706,"01","one"
"422","A3S8TUZ94SKSDC",0.971526908635795,"01","one"
"423","A3SL5QRF7MX2P1",0.853879849812266,"01","one"
"424","A3TQMAB3SC1LNU",1,"01","one"
"425","A3U20M3KJ10B1A",0.764705882352941,"01","one"
"426","A3UA83R6H3Y4QC",0.677409261576972,"01","one"
"427","A3UE7E3PIOZV4R",0.971526908635795,"01","one"
"428","A3UKM78KPGZU4O",0.971526908635795,"01","one"
"429","A4A2TC8YA24E6",0.795056320400501,"01","one"
"430","A53LV70R73Q73",0.823529411764706,"01","one"
"431","A5A3TSXJ0HF0V",0.941176470588235,"01","one"
"432","A5ZX7W5SUM0CO",0.853879849812266,"01","one"
"433","A6CB0N28MHOD3",0.971526908635795,"01","one"
"434","A6VUPM7IMOB7T",0.588235294117647,"01","one"
"435","A798DGO5E82IF",0.853879849812266,"01","one"
"436","A7FLK0E6W6O0I",0.971526908635795,"01","one"
"437","A7GALBG5YTY5Z",0.971526908635795,"01","one"
"438","A7I0LOTQVXFW4",0.764705882352941,"01","one"
"439","A7SI6RWKJGHSW",0.853879849812266,"01","one"
"440","A8CR1D6TER0JY",0.971526908635795,"01","one"
"441","A9CD5838233ZI",0.971526908635795,"01","one"
"442","AAL0LSJYL0NBT",0.442115143929913,"01","one"
"443","AAR5VQ8QIO5PC",0.853879849812266,"01","one"
"444","ABI6MBRII1JVT",0.941176470588235,"01","one"
"445","ACF8CYOJ1P4GC",0.882352941176471,"01","one"
"446","ADAWXO0BM89BY",0.383291614518148,"01","one"
"447","ADZRKPVTS0EWV",0.91270337922403,"01","one"
"448","AEDM9AO2R1LKB",0.764705882352941,"01","one"
"449","AF6HPN1HUYG32",0.941176470588235,"01","one"
"450","AFC9Q2YBBESIP 	",0.324468085106383,"01","one"
"451","AGQOILWFLQ8MF",0.383291614518148,"01","one"
"452","AH5C27EW5D73O",0.764705882352941,"01","one"
"453","AHKRGPN5D3I2G",0.677409261576972,"01","one"
"454","AHN17C4CRTC4K",0.853879849812266,"01","one"
"455","AIM3PIK90V9HX",0.677409261576972,"01","one"
"456","AIV842WA1CLZZ",0.971526908635795,"01","one"
"457","AJALV8WOILDPA",0.853879849812266,"01","one"
